,Dimension_1,Dimension_2,name,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region
241,,,,2009,hyundai,Sonata,sedan,automatic,ga,2.7,84104.0,gold,beige,7600,7700,61450,6,southeast
242,,,,2010,jeep,Liberty,suv,automatic,nc,4.2,87799.0,black,—,10050,10500,61490,5,southeast
243,,,,2013,kia,Optima,sedan,automatic,tn,3.4,62971.0,white,tan,13400,13100,57290,2,southeast
244,,,,2013,nissan,Rogue,suv,automatic,fl,3.4,61049.0,blue,black,12000,11500,59100,2,southeast
245,,,,2010,ford,Ranger,cab,manual,mi,2.8,55000.0,black,black,11100,9300,65610,5,midwest
246,,,,2010,honda,Civic,sedan,automatic,fl,3.5,49644.0,silver,gray,8900,8300,59100,4,southeast
247,,,,2007,chevrolet,Impala,sedan,automatic,tx,3.7,89459.0,white,beige,4800,7400,68360,8,southwest
248,,,,2012,audi,A7,sedan,automatic,ca,3.7,28508.0,brown,beige,41000,38000,77030,3,pacific
249,,,,2011,ford,Ranger,cab,manual,oh,4.3,26603.0,blue,black,13850,8600,64520,4,midwest
250,,,,2012,honda,CR-V,suv,automatic,in,4.8,22262.0,blue,gray,21700,22250,62930,3,midwest
251,,,,2008,chrysler,Town and Country,van,automatic,mi,2.7,125371.0,red,gray,6250,6100,65610,7,midwest
252,,,,2003,toyota,Tundra,cab,automatic,ca,1.9,72248.0,green,gray,7600,6700,77030,11,pacific
253,,,,2004,honda,Odyssey,van,automatic,fl,2.3,134646.0,black,gray,2875,3200,59100,11,southeast
254,,,,2012,chevrolet,Camaro,coupe,automatic,ca,3.3,32937.0,white,black,20600,18750,77030,3,pacific
255,,,,2014,chevrolet,Traverse,suv,automatic,oh,4.6,19767.0,silver,black,26000,29500,64520,1,midwest
256,,,,2013,subaru,Outback,wagon,automatic,oh,3.7,47294.0,black,black,18800,18600,64520,2,midwest
257,,,,2006,chevrolet,Impala,sedan,automatic,fl,3.5,135527.0,red,tan,3600,3300,59100,9,southeast
258,,,,2014,chrysler,300,sedan,automatic,ca,3.0,25283.0,—,black,19350,18000,77030,1,pacific
259,,,,2013,chevrolet,Sonic,hatchback,automatic,or,2.1,34478.0,red,black,9175,9900,73640,2,pacific
260,,,,2012,chrysler,200,sedan,automatic,fl,4.2,39313.0,gray,black,11450,12300,59100,3,southeast
261,,,,2003,infiniti,I35,sedan,automatic,oh,1.9,188557.0,silver,black,1600,1300,64520,12,midwest
262,,,,2005,hyundai,Elantra,hatchback,automatic,ma,2.9,64327.0,silver,black,3000,2000,82150,10,northeast
263,,,,2014,chevrolet,Captiva Sport,suv,automatic,il,4.0,19428.0,gray,gray,14350,14200,73130,1,midwest
264,,,,2014,ram,1500,cab,automatic,pa,4.6,15394.0,white,gray,27700,26200,73100,1,northeast
265,,,,2013,hyundai,Elantra,sedan,automatic,fl,4.1,79872.0,silver,gray,9850,9500,59100,2,southeast
266,,,,2011,bmw,3 Series,sedan,automatic,tn,4.3,42178.0,black,tan,17800,19000,57290,4,southeast
267,,,,2013,ford,Fusion,sedan,automatic,il,4.5,37604.0,gray,black,17150,17400,73130,2,midwest
268,,,,2014,chrysler,300,sedan,automatic,fl,4.0,22624.0,gray,black,22400,21000,59100,1,southeast
269,,,,2010,chevrolet,Equinox,suv,automatic,mi,3.4,86065.0,gray,black,8900,8800,65610,5,midwest
270,,,,2006,ford,Ranger,cab,automatic,ca,3.1,109211.0,white,black,5425,7000,77030,9,pacific
271,,,,1999,ford,Taurus,sedan,automatic,fl,2.0,165229.0,red,gray,550,500,59100,16,southeast
272,,,,2004,ford,Thunderbird,convertible,automatic,ca,4.3,57855.0,red,black,12450,14250,77030,11,pacific
273,,,,2014,nissan,Versa Note,hatchback,automatic,il,4.4,12631.0,—,gray,11000,11000,73130,1,midwest
274,,,,2011,bmw,3 Series,sedan,automatic,ca,4.0,37831.0,white,beige,19400,20250,77030,4,pacific
275,,,,2013,hyundai,Elantra,sedan,automatic,nj,4.3,59162.0,blue,beige,9175,9000,82750,2,northeast
276,,,,2012,ram,1500,cab,automatic,mo,2.5,54159.0,black,black,22700,21500,71660,3,midwest
277,,,,2006,nissan,Murano,suv,automatic,ca,3.5,88831.0,black,black,8100,9400,77030,9,pacific
278,,,,2013,ram,C/V Tradesman,van,automatic,fl,4.6,32405.0,white,black,12950,12800,59100,2,southeast
279,,,,2010,chevrolet,Impala,sedan,automatic,ga,3.2,123879.0,white,black,5225,5800,61450,5,southeast
280,,,,2011,nissan,Rogue,suv,automatic,nj,3.1,36172.0,gray,gray,15100,13500,82750,4,northeast
281,,,,2014,chrysler,200,sedan,automatic,tn,4.2,36186.0,gray,black,11000,11300,57290,1,southeast
282,,,,2005,ford,Freestar,van,automatic,sc,1.0,165840.0,beige,tan,1400,400,56120,10,southeast
283,,,,2012,nissan,Rogue,suv,automatic,il,3.1,46051.0,black,black,13500,14900,73130,3,midwest
284,,,,2009,honda,Odyssey,van,automatic,ga,3.7,79284.0,white,beige,12350,13600,61450,5,southeast
285,,,,2013,nissan,Leaf,hatchback,automatic,wa,4.6,23466.0,silver,black,9075,9800,81400,2,pacific
286,,,,2011,cadillac,Escalade,suv,automatic,tn,4.3,79428.0,silver,beige,27200,26500,57290,4,southeast
287,,,,2014,toyota,Highlander,suv,automatic,fl,4.4,20788.0,white,black,28100,28500,59100,1,southeast
288,,,,2008,chrysler,Sebring,convertible,automatic,ga,2.9,85232.0,white,gray,6100,5700,61450,7,southeast
289,,,,2012,bmw,X5,suv,automatic,oh,4.1,27100.0,white,black,36300,36000,64520,3,midwest
290,,,,2014,ford,Fusion,sedan,automatic,mo,4.1,30651.0,red,black,13300,13500,71660,1,midwest
291,,,,2003,nissan,Altima,sedan,automatic,tx,2.7,134051.0,white,tan,2375,4400,68360,12,southwest
292,,,,2013,ford,Escape,suv,automatic,mi,3.9,26164.0,red,tan,18300,18000,65610,2,midwest
293,,,,2014,chrysler,Town and Country,van,automatic,va,5.0,29119.0,white,tan,18500,18100,74430,1,southeast
294,,,,2005,ford,Focus,sedan,automatic,nc,3.0,138798.0,white,gray,1950,3100,61490,10,southeast
295,,,,2011,chevrolet,Malibu,sedan,automatic,mi,3.1,85662.0,silver,black,7375,6500,65610,3,midwest
296,,,,2014,ford,Fiesta,sedan,automatic,nj,2.5,16583.0,gray,black,10600,10000,82750,1,northeast
297,,,,2011,nissan,Sentra,sedan,automatic,ga,2.5,90708.0,silver,gray,6200,4900,61450,4,southeast
298,,,,2012,mini,Cooper,convertible,automatic,ca,3.5,46612.0,blue,black,16250,15000,77030,3,pacific
299,,,,2014,hyundai,Accent,sedan,automatic,fl,2.0,25302.0,gray,gray,10800,7500,59100,1,southeast
300,,,,2011,toyota,Camry,sedan,automatic,co,2.3,80344.0,gray,gray,9700,7500,80610,4,mountain west
301,,,,2008,jeep,Grand Cherokee,suv,automatic,ca,1.9,119653.0,silver,black,7575,6700,77030,7,pacific
302,,,,2013,ford,Fusion,sedan,automatic,mi,3.7,65284.0,white,black,11450,11600,65610,2,midwest
303,,,,2012,jeep,Grand Cherokee,suv,automatic,fl,4.4,60249.0,black,black,22000,21800,59100,3,southeast
304,,,,2014,bmw,3 Series,sedan,automatic,nj,5.0,3191.0,black,—,41600,26750,82750,1,northeast
305,,,,2014,ford,F-150,cab,automatic,tx,4.4,11311.0,black,gray,25700,25600,68360,1,southwest
306,,,,2011,kia,Sorento,suv,manual,ga,3.5,67624.0,black,gray,10900,8000,61450,4,southeast
307,,,,2009,honda,Accord,sedan,automatic,ca,3.7,32102.0,gold,beige,9925,12000,77030,6,pacific
308,,,,2011,chevrolet,Equinox,suv,automatic,tx,4.0,87249.0,—,black,10900,11100,68360,4,southwest
309,,,,2004,mazda,Mazda6,sedan,manual,nc,1.4,138884.0,gray,black,2450,1600,61490,11,southeast
310,,,,2011,ford,Fiesta,sedan,automatic,nc,2.5,77893.0,red,black,6325,4900,61490,4,southeast
311,,,,2013,honda,CR-V,suv,automatic,fl,4.3,21676.0,gray,black,18000,17800,59100,2,southeast
312,,,,2013,buick,Regal,sedan,automatic,tx,4.0,14075.0,black,black,16750,17600,68360,2,southwest
313,,,,2012,toyota,RAV4,suv,automatic,oh,3.9,30277.0,brown,tan,16100,10500,64520,3,midwest
314,,,,2014,chevrolet,Traverse,suv,automatic,ca,4.1,23060.0,white,gray,25200,23250,77030,1,pacific
315,,,,2014,toyota,Highlander,suv,automatic,tx,3.7,27606.0,gray,black,27400,27700,68360,1,southwest
316,,,,2013,dodge,Avenger,sedan,automatic,fl,3.3,53766.0,red,black,9400,9100,59100,2,southeast
317,,,,2011,audi,A4,sedan,automatic,ga,3.0,69004.0,silver,black,14700,14800,61450,4,southeast
318,,,,2004,volvo,XC90,suv,automatic,mo,3.4,131915.0,white,tan,3975,4100,71660,11,midwest
319,,,,2011,infiniti,G Sedan,sedan,automatic,ga,4.1,31626.0,blue,black,17200,17000,61450,4,southeast
320,,,,2005,jeep,Liberty,suv,automatic,nj,2.5,130076.0,gold,gray,3225,2550,82750,10,northeast
321,,,,2001,toyota,4Runner,suv,automatic,nc,2.8,184664.0,gray,gray,3100,3300,61490,14,southeast
322,,,,2014,chevrolet,Impala Limited,sedan,automatic,co,3.0,20391.0,burgundy,black,15000,14800,80610,1,mountain west
323,,,,2006,mercedes-benz,M-Class,suv,automatic,ca,2.2,122415.0,white,beige,9275,9000,77030,9,pacific
324,,,,2008,bmw,7 Series,sedan,automatic,fl,4.2,67499.0,blue,tan,16000,17200,59100,7,southeast
325,,,,2013,ford,Explorer,suv,automatic,tn,4.3,27884.0,red,black,26200,26500,57290,2,southeast
326,,,,2012,kia,Forte,sedan,automatic,ca,3.5,68928.0,black,black,7775,7700,77030,3,pacific
327,,,,2013,ford,Explorer,suv,automatic,md,4.3,24180.0,black,black,25800,23200,89090,2,northeast
328,,,,2014,chevrolet,Equinox,suv,automatic,ne,4.9,21528.0,white,black,21100,21800,73200,1,midwest
329,,,,2013,chevrolet,Camaro,coupe,automatic,nv,3.9,51757.0,black,black,17150,16700,62960,2,mountain west
330,,,,2008,bmw,5 Series,sedan,automatic,pa,4.4,86998.0,silver,black,11150,12100,73100,7,northeast
331,,,,2008,jeep,Wrangler,suv,automatic,la,2.5,36807.0,burgundy,gray,18650,20200,55590,7,southeast
332,,,,2013,kia,Soul,wagon,automatic,ga,4.3,42933.0,black,black,11700,11600,61450,2,southeast
333,,,,2007,kia,Sedona,van,automatic,ga,1.9,76649.0,silver,gray,3925,3700,61450,8,southeast
334,,,,2009,bmw,3 Series,coupe,automatic,nj,3.8,75858.0,black,beige,13100,14000,82750,6,northeast
335,,,,2009,honda,CR-V,suv,automatic,nv,3.4,73957.0,brown,black,12100,12900,62960,6,mountain west
336,,,,2009,kia,Rio,sedan,automatic,fl,2.3,31993.0,silver,gray,5525,5300,59100,6,southeast
337,,,,2014,land rover,Range Rover Sport,suv,automatic,fl,4.3,23231.0,silver,black,81000,78500,59100,1,southeast
338,,,,2011,chevrolet,Malibu,sedan,automatic,mn,3.7,78227.0,gray,black,8250,9000,83200,4,midwest
339,,,,2012,toyota,Camry,sedan,automatic,fl,3.7,53384.0,white,black,13700,14900,59100,3,southeast
340,,,,2006,kia,Spectra,wagon,automatic,fl,2.0,124813.0,red,gray,2025,1200,59100,9,southeast
341,,,,2012,volkswagen,Jetta,sedan,manual,nj,1.9,37545.0,gray,black,9925,8400,82750,3,northeast
342,,,,2014,dodge,Journey,suv,automatic,in,3.9,12241.0,silver,black,16050,13500,62930,1,midwest
343,,,,2013,kia,Soul,wagon,automatic,wa,3.9,16192.0,beige,black,11600,11700,81400,2,pacific
344,,,,2014,nissan,Altima,sedan,automatic,fl,4.2,40110.0,black,black,13900,13300,59100,1,southeast
345,,,,2004,toyota,4Runner,suv,automatic,az,2.1,146522.0,blue,gray,7400,6000,63250,11,southwest
346,,,,2011,ford,Fusion,sedan,automatic,co,2.5,41251.0,black,black,10950,9300,80610,4,mountain west
347,,,,2013,bmw,5 Series,sedan,automatic,nj,3.7,26140.0,gray,black,37600,32000,82750,2,northeast
348,,,,2010,ford,Focus,sedan,automatic,ms,2.6,126574.0,green,tan,3950,3600,48460,5,southeast
349,,,,2013,chevrolet,Equinox,suv,automatic,wi,4.2,4311.0,black,gray,18300,18900,67090,2,midwest
350,,,,2013,toyota,Yaris,hatchback,automatic,fl,3.4,50922.0,white,gray,8875,8400,59100,2,southeast
351,,,,2012,chevrolet,Silverado 1500,cab,automatic,tx,4.2,80210.0,silver,black,22200,26500,68360,3,southwest
352,,,,2013,toyota,4Runner,suv,automatic,tn,4.0,63262.0,—,gray,24300,25750,57290,2,southeast
353,,,,2006,bmw,3 Series,sedan,automatic,ca,2.2,123739.0,gray,black,6125,6500,77030,9,pacific
354,,,,2003,ford,Explorer,suv,automatic,ca,2.9,225767.0,silver,gray,925,1350,77030,12,pacific
355,,,,2008,chevrolet,TrailBlazer,suv,automatic,tx,2.0,144798.0,black,black,8125,4300,68360,7,southwest
356,,,,2013,infiniti,G Sedan,sedan,automatic,co,4.6,49657.0,gray,black,19100,20500,80610,2,mountain west
357,,,,2000,acura,TL,sedan,automatic,va,2.5,154684.0,gray,gray,1575,2000,74430,15,southeast
358,,,,2012,lexus,RX 350,suv,automatic,wi,3.3,44394.0,—,beige,26700,25000,67090,3,midwest
359,,,,2014,chevrolet,Equinox,suv,automatic,mi,5.0,24525.0,silver,black,18150,18100,65610,1,midwest
360,,,,2014,chevrolet,Traverse,suv,automatic,mn,4.3,53315.0,white,gray,17650,17700,83200,1,midwest
361,,,,2013,ford,Fusion,sedan,automatic,mi,4.4,15020.0,silver,black,19750,19500,65610,2,midwest
362,,,,2011,jeep,Wrangler,suv,automatic,nc,3.9,50828.0,black,tan,25200,26400,61490,4,southeast
363,,,,2011,toyota,Camry,sedan,automatic,fl,1.9,74713.0,white,beige,9000,7300,59100,4,southeast
364,,,,2013,nissan,Altima,sedan,automatic,ca,3.0,8186.0,gray,black,13800,11300,77030,2,pacific
365,,,,2006,lexus,ES 330,sedan,automatic,fl,3.9,67449.0,gray,gray,9900,11700,59100,9,southeast
366,,,,2011,subaru,Outback,wagon,automatic,wa,2.5,64391.0,silver,black,17200,18600,81400,3,pacific
367,,,,2011,nissan,Maxima,sedan,automatic,tn,4.6,36959.0,—,black,16550,18400,57290,4,southeast
368,,,,2012,honda,Accord,sedan,automatic,pa,2.8,18588.0,burgundy,beige,12650,12100,73100,2,northeast
369,,,,2012,ford,F-150,cab,automatic,il,4.4,34266.0,black,black,32800,35200,73130,3,midwest
370,,,,2008,chrysler,300,sedan,automatic,mo,1.9,91693.0,silver,black,8400,6000,71660,7,midwest
371,,,,2014,subaru,Impreza,hatchback,automatic,ca,4.4,8650.0,white,beige,21300,20500,77030,1,pacific
372,,,,2013,chevrolet,Impala,sedan,automatic,md,3.9,54672.0,black,black,9850,9500,89090,2,northeast
373,,,,2013,volkswagen,CC,sedan,automatic,ga,3.5,60690.0,gray,black,13400,13801,61450,2,southeast
374,,,,2014,mitsubishi,Outlander Sport,suv,automatic,mn,4.9,21703.0,silver,black,15850,15500,83200,1,midwest
375,,,,2013,ford,Focus,hatchback,automatic,il,4.1,17095.0,gray,black,12350,11600,73130,2,midwest
376,,,,2013,chrysler,Town and Country,van,automatic,ca,3.3,66911.0,white,black,12950,12200,77030,2,pacific
377,,,,2013,ford,F-150,cab,automatic,mn,4.1,36093.0,black,black,46100,46300,83200,2,midwest
378,,,,2013,ford,Focus,hatchback,automatic,wa,2.8,16428.0,gray,black,15500,15000,81400,2,pacific
379,,,,2004,hummer,H2,suv,automatic,ca,3.4,166139.0,gray,gray,9350,13900,77030,11,pacific
380,,,,2013,infiniti,G Sedan,sedan,automatic,ca,3.0,29004.0,white,black,20800,18750,77030,2,pacific
381,,,,2013,ford,F-150,cab,automatic,mi,4.9,21955.0,black,gray,24400,26500,65610,2,midwest
382,,,,2013,ford,Taurus,sedan,automatic,tn,4.1,37733.0,red,tan,16850,17250,57290,2,southeast
383,,,,2012,volkswagen,Jetta,sedan,automatic,ca,3.7,63949.0,white,black,8650,8500,77030,3,pacific
384,,,,2013,hyundai,Veloster,hatchback,automatic,fl,4.0,32295.0,red,gray,12650,14200,59100,2,southeast
385,,,,2013,ford,Focus,sedan,automatic,mi,2.9,15072.0,red,gray,11850,10100,65610,2,midwest
386,,,,2013,ford,Focus,sedan,automatic,nj,3.3,15289.0,white,beige,11650,11700,82750,2,northeast
387,,,,2013,ford,Focus,hatchback,automatic,tx,5.0,17274.0,—,black,15100,15500,68360,1,southwest
388,,,,2008,bmw,5 Series,sedan,automatic,nj,2.4,80605.0,green,beige,12800,12600,82750,7,northeast
389,,,,2011,ford,F-250 Super Duty,cab,automatic,nv,3.7,93383.0,red,black,32700,30000,62960,4,mountain west
390,,,,2014,kia,Forte,sedan,automatic,wa,4.4,8936.0,silver,gray,12800,12900,81400,1,pacific
391,,,,1994,volvo,850,wagon,automatic,ca,1.0,148025.0,black,black,525,300,77030,21,pacific
392,,,,2011,toyota,Sienna,van,automatic,fl,2.0,35682.0,silver,beige,16550,14400,59100,4,southeast
393,,,,2014,ford,Fiesta,hatchback,automatic,mo,2.7,37892.0,black,black,10200,9700,71660,1,midwest
394,,,,2014,ford,Explorer,suv,automatic,ms,4.9,30368.0,red,black,27000,26800,48460,1,southeast
395,,,,2012,honda,Accord,sedan,automatic,nv,3.7,36044.0,silver,black,14800,15700,62960,2,mountain west
396,,,,2001,toyota,4Runner,suv,automatic,ca,3.3,205464.0,white,silver,2800,2000,77030,14,pacific
397,,,,2001,mercedes-benz,SL-Class,convertible,automatic,pa,4.1,49982.0,silver,black,10850,11100,73100,14,northeast
398,,,,2012,toyota,Camry,sedan,automatic,wi,3.6,67112.0,blue,gray,11250,11400,67090,3,midwest
399,,,,2004,dodge,Dakota,cab,automatic,tx,2.0,131022.0,black,black,4225,4100,68360,11,southwest
400,,,,2008,dodge,Nitro,suv,automatic,oh,3.5,137510.0,red,gray,5375,5200,64520,7,midwest
401,,,,2012,ford,F-150,cab,automatic,il,4.1,44695.0,black,black,30800,32600,73130,3,midwest
402,,,,2014,ford,Focus,sedan,automatic,tx,4.5,18852.0,black,black,12300,12000,68360,1,southwest
403,,,,2014,dodge,Journey,suv,automatic,ga,4.3,28974.0,black,gray,14950,15100,61450,1,southeast
404,,,,2010,audi,A6,sedan,automatic,fl,2.0,53046.0,black,black,20200,16900,59100,5,southeast
405,,,,2012,chrysler,Town and Country,van,automatic,fl,2.2,65135.0,gray,black,12900,11400,59100,3,southeast
406,,,,2013,mercedes-benz,SLK-Class,convertible,automatic,nj,3.1,14392.0,black,gray,32800,29000,82750,2,northeast
407,,,,2012,infiniti,G Sedan,sedan,automatic,il,4.3,26433.0,silver,black,19750,19400,73130,2,midwest
408,,,,2011,lexus,ES 350,sedan,automatic,nc,2.1,70913.0,white,tan,16500,15000,61490,4,southeast
409,,,,2011,jeep,Liberty,suv,automatic,ca,4.5,47184.0,green,beige,12750,15250,77030,4,pacific
410,,,,2010,kia,Optima,sedan,automatic,tx,2.4,136418.0,white,gray,4375,3600,68360,5,southwest
411,,,,2015,bmw,X1,suv,automatic,nj,4.9,4871.0,beige,black,28500,30750,82750,0,northeast
412,,,,2009,ford,F-150,cab,automatic,ga,4.3,105544.0,black,beige,18900,20000,61450,6,southeast
413,,,,2004,chevrolet,Silverado 2500HD,cab,automatic,tx,2.1,200472.0,white,black,3850,4600,68360,11,southwest
414,,,,2005,infiniti,G35,sedan,automatic,mo,2.5,104202.0,silver,black,5875,5800,71660,10,midwest
415,,,,2013,chevrolet,Equinox,suv,automatic,ga,3.4,59464.0,blue,black,17650,16700,61450,2,southeast
416,,,,2005,buick,LaCrosse,sedan,automatic,nc,2.3,91693.0,black,tan,5225,6200,61490,10,southeast
417,,,,2013,chrysler,200,sedan,automatic,oh,3.8,57561.0,blue,black,9700,9500,64520,2,midwest
418,,,,2012,chevrolet,Malibu,sedan,automatic,tx,3.4,43473.0,black,gray,10250,10600,68360,3,southwest
419,,,,2006,mazda,Mazda6,hatchback,manual,md,2.0,133259.0,black,black,2825,2800,89090,9,northeast
420,,,,2005,mercedes-benz,C-Class,sedan,automatic,nv,3.1,84389.0,red,gray,6125,6600,62960,10,mountain west
421,,,,2013,kia,Forte,sedan,automatic,fl,2.0,48926.0,silver,gray,9550,8600,59100,2,southeast
422,,,,2013,hyundai,Sonata,sedan,automatic,fl,3.4,34470.0,gray,gray,11750,11600,59100,2,southeast
423,,,,2014,dodge,Dart,sedan,automatic,tx,2.9,10494.0,blue,tan,13550,12200,68360,1,southwest
424,,,,2014,ram,1500,cab,automatic,pa,5.0,8.0,blue,gray,30600,31000,73100,1,northeast
425,,,,2007,ford,Taurus,sedan,automatic,va,2.0,109235.0,silver,gray,2925,350,74430,7,southeast
426,,,,2012,ford,Fusion,sedan,automatic,tx,4.8,11947.0,—,black,14700,15600,68360,3,southwest
427,,,,2005,cadillac,DeVille,sedan,automatic,fl,2.3,83688.0,black,tan,2975,3800,59100,10,southeast
428,,,,2013,toyota,Corolla,sedan,automatic,ga,4.4,17568.0,red,beige,12700,13900,61450,2,southeast
429,,,,2008,mercedes-benz,C-Class,sedan,automatic,tx,4.3,54391.0,red,black,14250,16300,68360,7,southwest
430,,,,2007,chevrolet,Cobalt,coupe,manual,va,2.0,85087.0,burgundy,black,5075,6000,74430,8,southeast
431,,,,2011,jeep,Grand Cherokee,suv,automatic,tx,4.4,62736.0,white,tan,23500,21750,68360,3,southwest
432,,,,2011,infiniti,G Coupe,coupe,automatic,fl,2.6,37253.0,gray,black,20600,17200,59100,4,southeast
433,,,,2004,jeep,Grand Cherokee,suv,automatic,ca,2.0,152163.0,gold,black,2400,1600,77030,11,pacific
434,,,,2011,nissan,Pathfinder,suv,automatic,tx,3.5,114081.0,black,black,9550,10000,68360,4,southwest
435,,,,2010,dodge,Ram Pickup 2500,cab,automatic,ut,1.9,197309.0,beige,black,19150,17400,80200,5,mountain west
436,,,,2011,ford,Mustang,coupe,automatic,il,4.0,28643.0,red,black,14550,15500,73130,4,midwest
437,,,,2001,honda,Civic,sedan,automatic,ca,1.9,161293.0,gold,beige,1775,1500,77030,14,pacific
438,,,,2013,nissan,Sentra,sedan,automatic,fl,4.1,10699.0,—,gray,12550,13200,59100,2,southeast
439,,,,2012,ford,Escape,suv,automatic,pa,2.3,33621.0,gray,black,16250,14500,73100,3,northeast
440,,,,2013,nissan,Altima,sedan,automatic,tn,3.7,46914.0,—,black,12800,12700,57290,2,southeast
441,,,,2012,acura,TSX,sedan,automatic,ga,3.5,37162.0,red,black,17650,18200,61450,2,southeast
442,,,,2007,chevrolet,Impala,sedan,automatic,oh,1.9,108844.0,silver,gray,4150,2800,64520,8,midwest
443,,,,2012,hyundai,Veloster,hatchback,automatic,fl,4.3,40302.0,silver,black,11900,13400,59100,3,southeast
444,,,,2013,ford,Focus,hatchback,automatic,il,1.9,47713.0,black,black,10700,9800,73130,2,midwest
445,,,,2012,jeep,Wrangler,suv,automatic,ca,3.0,42701.0,red,black,23300,22500,77030,3,pacific
446,,,,2007,cadillac,SRX,suv,automatic,nj,1.6,170189.0,white,tan,2175,650,82750,8,northeast
447,,,,2006,nissan,Murano,suv,automatic,mo,3.3,85492.0,silver,black,7525,8300,71660,8,midwest
448,,,,2012,audi,A6,sedan,automatic,tn,4.4,39398.0,white,brown,29700,31500,57290,3,southeast
449,,,,2005,mazda,Mazda6,hatchback,automatic,ne,2.1,132585.0,silver,black,3600,3850,73200,10,midwest
450,,,,2015,bmw,Z4,convertible,automatic,nj,4.9,5123.0,black,black,51400,48000,82750,0,northeast
451,,,,2011,honda,Accord,sedan,automatic,ga,3.7,11250.0,silver,black,11300,11900,61450,4,southeast
452,,,,2006,honda,Odyssey,van,automatic,ca,3.2,156780.0,silver,gray,4875,6000,77030,8,pacific
453,,,,2012,mercedes-benz,C-Class,sedan,automatic,wi,4.2,40184.0,—,tan,20400,21250,67090,3,midwest
